2020-04-27 12:04:551 INFO  BrowserSelector :26 - Launching Chrome Browser
2020-04-27 12:04:373 INFO  HomePage :47 - Enter Employee Name :  Fiona Grace On Employee name Field [[ChromeDriver: chrome on WINDOWS (f70c657cbdb88682abec663462b75581)] -> id: empsearch_employee_name_empName]
2020-04-27 12:04:973 INFO  HomePage :53 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (f70c657cbdb88682abec663462b75581)] -> id: searchBtn]
2020-04-27 12:04:20 INFO  HomePage :58 - Displaying Welcome AdminText : [[ChromeDriver: chrome on WINDOWS (f70c657cbdb88682abec663462b75581)] -> xpath: //a[contains(text(),'Fiona')]]
2020-04-27 12:04:799 INFO  BrowserSelector :26 - Launching Chrome Browser
2020-04-27 12:04:777 INFO  HomePage :48 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (7de1713a009b78f19d52dd12743b9036)] -> id: txtUsername]
2020-04-27 12:04:942 INFO  HomePage :54 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (7de1713a009b78f19d52dd12743b9036)] -> id: txtPassword]
2020-04-27 12:04:78 INFO  HomePage :60 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-27 12:04:59 INFO  HomePage :38 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (7de1713a009b78f19d52dd12743b9036)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 12:04:345 INFO  HomePage :47 - Enter Employee Name :  Govind Maharaj Prabhudeva On Employee name Field [[ChromeDriver: chrome on WINDOWS (7de1713a009b78f19d52dd12743b9036)] -> id: empsearch_employee_name_empName]
2020-04-27 12:04:914 INFO  HomePage :53 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (7de1713a009b78f19d52dd12743b9036)] -> id: searchBtn]
2020-04-27 12:04:30 INFO  HomePage :64 - Displaying No records Message : Proxy element for: DefaultElementLocator 'By.xpath: //td[contains(text(),'No Records Found')]'
2020-04-27 12:04:907 INFO  BrowserSelector :26 - Launching Chrome Browser
2020-04-27 12:04:459 INFO  HomePage :48 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (18257a16236ada2bd35ac1719f3cd6e5)] -> id: txtUsername]
2020-04-27 12:04:638 INFO  HomePage :54 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (18257a16236ada2bd35ac1719f3cd6e5)] -> id: txtPassword]
2020-04-27 12:04:957 INFO  HomePage :60 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-27 12:04:880 INFO  HomePage :38 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (18257a16236ada2bd35ac1719f3cd6e5)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 12:04:156 INFO  HomePage :47 - Enter Employee Name :  Fiona Grace On Employee name Field [[ChromeDriver: chrome on WINDOWS (18257a16236ada2bd35ac1719f3cd6e5)] -> id: empsearch_employee_name_empName]
2020-04-27 12:04:735 INFO  HomePage :53 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (18257a16236ada2bd35ac1719f3cd6e5)] -> id: searchBtn]
2020-04-27 12:04:791 INFO  HomePage :58 - Displaying Welcome AdminText : [[ChromeDriver: chrome on WINDOWS (18257a16236ada2bd35ac1719f3cd6e5)] -> xpath: //a[contains(text(),'Fiona')]]
2020-04-27 12:04:583 INFO  BrowserSelector :26 - Launching Chrome Browser
2020-04-27 12:04:599 INFO  HomePage :48 - Entering Username : Admin [[ChromeDriver: chrome on WINDOWS (e32219d32c480a889f99934f5eb857e7)] -> id: txtUsername]
2020-04-27 12:04:760 INFO  HomePage :54 - Entering Password : admin123 [[ChromeDriver: chrome on WINDOWS (e32219d32c480a889f99934f5eb857e7)] -> id: txtPassword]
2020-04-27 12:04:29 INFO  HomePage :60 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.id: btnLogin'
2020-04-27 12:04:14 INFO  HomePage :38 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (e32219d32c480a889f99934f5eb857e7)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 12:04:547 INFO  HomePage :47 - Enter Employee Name :  Govind Maharaj Prabhudeva On Employee name Field [[ChromeDriver: chrome on WINDOWS (e32219d32c480a889f99934f5eb857e7)] -> id: empsearch_employee_name_empName]
2020-04-27 12:04:111 INFO  HomePage :53 - Clicking on PIM Link : [[ChromeDriver: chrome on WINDOWS (e32219d32c480a889f99934f5eb857e7)] -> id: searchBtn]
2020-04-27 12:04:164 INFO  HomePage :64 - Displaying No records Message : [[ChromeDriver: chrome on WINDOWS (e32219d32c480a889f99934f5eb857e7)] -> xpath: //td[contains(text(),'No Records Found')]]
